,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,att31,att32,att33,att34,att35,att36,att37,att38,att39,att40,att41,att42,att43,att44,att45,att46,att47,att48,att49,att50,att51,att52,att53,att54,att55,att56,att57,att58,att59,att60,att61,att62,att63,att64,y
1233,-8.79539394,5.45678902,-1.49209499,3.44209051,4.57825565,-2.84286714,3.30378008,-4.28674316,7.79568672,-3.21533632,1.21284699,-0.22525144,2.25727654,-2.80711913,-4.85649872,7.49318886,1.33161974,3.23807788,-1.15851641,-3.07947111,-2.99838424,-2.31055522,-0.14702225,4.84364796,2.09007454,0.61494911,-0.10873809,3.95591307,-0.41982508,-2.76975536,1.91983938,-0.00079632,-1.26870418,4.44600105,1.07106209,-1.66292131,0.41336036,-0.93748719,1.54690623,-0.65756452,-0.80903494,-0.06728314,0.93039614,2.75536323,2.7810595,-1.19290686,-0.79215407,0.38122535,-0.40949434,1.39634883,-0.07713689,-0.54702425,-0.08847713,-0.4115423,-1.57383442,0.14288968,1.64050138,0.03830972,-0.78449976,0.68603635,0.29979014,-0.41936776,-0.678581,1.23415828,7
1469,12.2401886,1.8327899,6.7525444,-1.35156894,-0.22604406,-1.3109448,1.80721164,-0.84504592,-2.59596014,5.07330084,-2.49386024,-2.26841474,1.96612608,-2.61383915,-0.68056011,0.05247164,0.74043012,-1.8680855,1.73065901,-1.96143699,5.60773993,-0.07481402,1.9520545,-0.35114789,3.13490868,-1.29783523,1.09012699,-1.97479928,0.31454062,0.22760892,-3.61624289,0.08020878,0.95112866,-0.68664557,0.35286212,-2.90258837,0.38036561,3.22929072,0.00319886,-0.20131522,-0.95805424,2.28734064,0.36108601,-1.95457888,-0.06599736,-0.1844376,-0.14948805,0.1656487,2.18083048,1.72115362,1.28703356,0.35385045,1.19545746,1.24550402,-0.41861063,-1.48394454,0.39297104,0.72943211,0.49366456,-1.26118767,0.31394535,-0.57645613,-0.3488552,-1.90112972,8
1628,-4.38013077,0.60988379,4.29321146,-1.31968701,9.58412552,1.63681269,1.00733519,-4.7478981,-2.28024006,-3.04370427,-1.33492041,-0.91725755,1.76020789,-3.55269074,-0.32757282,-2.2046051,6.345644,1.18994308,-1.31663609,1.52364373,-7.80513525,2.98994184,-0.33588883,-0.10528827,2.99045467,-1.61569059,-0.89879173,1.12805676,0.86932635,-1.33200312,-0.8985368,-1.43412125,-0.45186263,-0.70315963,-1.10325575,0.18873847,-0.56266189,0.47102863,-1.29101455,-0.5055809,0.49252892,-1.75660372,1.72818196,1.77420998,-1.01678002,-2.34115672,-1.25472617,-0.53350759,0.08889747,0.41188109,2.80634022,-2.53113627,-1.73866105,-0.18552268,1.18695271,1.4222877,-1.80170155,1.11535108,-0.69427133,-1.92885959,0.58079064,0.77954465,-0.8805896,-0.72434324,9
1028,6.74279737,0.93994045,2.83687282,-7.15537739,1.16540325,2.02047825,-5.02399635,2.10795355,-4.07723379,0.41788715,6.19519711,7.23742199,0.22083759,1.90574551,-0.75958872,3.59166384,1.35126567,-0.29199946,-6.04015541,3.8513279,-2.38769913,-2.68669486,-0.0591639,-3.70320582,-2.86254406,-0.69032365,0.59026372,3.15173864,0.87557435,3.75753307,0.39274585,2.03570557,-0.96609628,1.47245669,-1.34522557,2.78345275,1.08126783,0.31062108,1.03253961,-0.71449566,0.73631692,-0.55221498,1.9285897,0.49241477,-0.27023613,-1.17676783,-0.00361679,-2.05285668,2.18217206,-1.09796,-1.52577746,0.62574178,1.51036406,-0.22772694,-1.88601351,0.64077544,-0.91036606,-0.11494814,-0.79037869,1.16848481,1.824651,1.32636428,-1.59608817,0.22599435,6
1794,-4.32014418,-6.23341703,3.42126894,-2.69346952,4.3066535,-0.20870709,2.13506269,-5.71289921,3.57417393,-9.36917686,1.42484498,-2.56006646,0.42464864,-0.65042287,-1.24049187,-0.00393271,2.3269527,4.63192081,-3.34483218,-0.69116867,-4.22995043,-1.99882531,-3.01442862,3.91498232,-0.40688792,-2.36032152,0.98103118,-1.43894172,-2.6400671,-2.20810938,-3.3699522,1.33502865,-1.70919633,-1.62956953,0.03414303,-2.11518836,-2.20646262,-0.13674587,-0.03680265,-0.14135259,-2.15616131,-0.75492537,3.5587616,0.23325019,0.36214435,-0.06298629,-1.15389407,0.56625009,-2.31415462,-0.29018098,0.9057014,-1.13775575,3.05331445,-0.18343771,2.02168918,2.31472254,-3.47084904,-0.79979026,-0.28853044,-1.24720311,0.01734807,0.6695599,-1.64810288,-0.19208321,9
1120,-6.13304806,1.85917997,-1.76891041,7.38211393,-2.15396786,1.8764751,4.10769939,2.14613438,-5.55075788,2.16388464,6.77589893,8.93555355,-0.65675116,-2.90924001,2.08411765,-2.81496334,0.16111755,2.04475451,-0.35124591,1.40652776,3.71984458,-0.98679239,1.82301986,2.33230972,-1.13040113,-5.1182251,4.33868647,-2.97790051,-2.49576902,2.15971041,-1.52984369,0.06120944,-1.67986262,-1.90038443,2.95339108,1.26242161,0.79685187,1.29014051,-0.23705137,1.5087676,-0.18495417,0.16372561,-0.63170773,-4.30592012,-1.65313351,1.17395043,1.49420261,-0.31376266,1.87887836,-1.88564241,1.4669199,-0.74537396,1.93141675,0.40260565,-0.51682347,1.18067908,-1.89480639,0.83075452,0.67873472,0.39120889,-0.27176321,-0.10214198,0.28835607,-1.11736441,6
212,2.01197004,-0.9746933,-1.20509243,8.68883324,2.72601986,12.04067707,-2.17389154,0.22698039,4.17773581,-3.85430598,-2.91446495,-1.85678554,2.43806362,1.75994706,-0.02062654,5.65307331,-8.32603455,-3.15422368,0.88511848,-3.69238853,0.64295876,4.43997002,-0.09270832,0.16722918,2.50889778,-2.91116166,1.61311042,-0.69414568,-1.75969934,-1.05362022,-2.89709806,2.2776618,0.70520788,-1.89863038,1.10851598,-4.66443539,1.29649544,2.53441954,-0.04861391,2.2516067,-0.00417662,2.71691155,-0.74056065,0.10905676,0.55414367,0.88763845,-0.62415564,-0.83632183,1.00800824,2.24560165,-0.31790191,1.31802773,-0.61966681,-1.06896186,-0.4814232,-0.08509624,-0.06771588,-1.90525258,0.40626436,-1.68030429,-1.42920816,1.29753613,0.10855341,-0.00239151,2
546,4.77736282,9.8781414,5.90851593,1.44838262,-2.19225073,1.93993449,5.15365458,1.81647372,-5.22750902,5.60199165,-3.57506895,-1.27715993,-2.4505825,-1.08243191,4.52820444,0.6851275,0.41049814,-0.89382869,-2.19319558,-1.72902083,0.20292601,3.83491421,0.88720465,-0.56067419,0.44694006,-1.63408101,2.04922295,-2.76574755,-0.86641359,-0.23679239,-3.27984428,-2.42605305,-2.87006545,-1.91489959,-0.05922186,-1.66884315,1.8431828,1.51449692,-0.75857723,-0.08524403,0.89013338,-0.35009265,-0.93080491,-0.75954765,0.27240521,0.93644655,1.01179934,-0.1414032,1.71260262,1.76224744,0.13388132,-0.44333339,-0.6802876,-0.22593033,0.79682463,0.23707908,-0.07365251,0.93821245,-0.78255844,-0.78913724,0.1487567,-1.83728075,0.66482639,-0.18314713,3
607,1.48813307,3.92526865,4.99460316,11.41402817,7.45525646,3.93876028,5.65171051,-1.4971354,1.93205595,-2.75645137,-3.83709383,-2.63155675,0.75814021,2.20567203,-2.09153938,0.81596935,3.08516717,2.15225363,-0.3305952,-4.70816517,-2.17346191,0.5490787,3.72189951,-0.68506503,0.15525192,-0.97499496,2.27126932,2.31838322,0.1500833,1.89323199,-0.49003804,0.83885646,1.30979967,-2.25786018,0.9967218,-0.83362138,1.63363385,-0.53804618,0.29725444,-0.4268887,-0.91067028,-0.14952596,-0.89895004,0.47905988,1.74617493,0.76323998,1.65511203,1.67620122,1.95210505,0.98404944,-0.67367834,-0.32497853,-0.08222461,0.52621877,-0.64199752,0.11665314,-0.10290909,-1.17358053,0.62640065,-1.16914058,-0.64816523,-1.07765675,-0.27935237,-0.75044334,4
1971,9.50757122,-9.22262764,-3.71498823,-3.85337281,4.33525229,-0.50134969,-1.72720385,-0.18316758,-5.04813147,-4.36743259,-1.79902411,-2.17695689,0.40231818,5.82332611,1.38673091,1.65113068,-0.94831443,0.83160269,-0.23155853,0.77481031,1.61236453,-2.97662735,-2.0326755,1.67695808,2.85227346,-0.62684673,0.71143222,1.54880786,-0.94675064,-1.76296115,-2.52813673,1.40878201,0.00172191,-2.40746522,0.2263428,-0.52167678,-0.68678439,-0.89841348,-0.89037168,0.95179391,-0.43957007,1.80518079,-0.96512347,-1.1008482,-1.54297507,0.47104406,-1.04570758,-0.35670543,0.70376348,0.26701009,0.2288626,-0.08403778,0.65525484,2.04141068,0.01988953,-1.05913126,0.17342567,0.49786329,-1.52415991,0.66337252,-0.18952878,1.47894979,-0.39346755,-0.51118189,10
1674,-1.79863763,-4.44837666,-2.22981048,-0.89837146,3.97085142,1.65374684,-7.73669338,-5.87586117,2.02320957,-10.37891388,1.46738625,-4.82636452,1.30347431,-0.20210561,-1.2378521,3.41075706,0.27460551,1.7763288,-1.5232259,-1.12514722,0.39414358,-2.63969946,-3.5617249,0.80887413,-2.41302752,-0.41557816,-0.55380762,0.30745244,-0.99190092,-1.39849186,0.65619671,-0.00062561,-2.56140256,-0.12392586,-2.9341085,3.00338578,0.74159312,2.18116426,0.47798812,0.80175996,-0.3876012,1.680565,0.33481729,-1.16844296,-0.59369886,-0.8287496,-2.42441607,-1.81352162,-3.26558518,0.20807755,0.44069141,-0.36214298,-0.30861115,1.07594597,2.13524961,1.5410893,-0.36481476,-1.05639172,0.43414372,-0.34030408,1.21289146,1.11601925,0.15404195,-0.07002638,9
1897,9.27809525,-6.29050827,2.86147141,-4.43025923,7.63463974,1.29597569,-2.0989871,0.7694937,-5.63680315,0.58887064,2.0715065,-1.15478778,4.51699543,5.97887564,1.29903293,-0.4686017,3.21996188,2.52389121,-0.46362138,0.9332974,-2.70220423,-0.80521494,-1.89257419,-0.71739817,2.433218,-0.71237928,-1.05541658,-1.44897449,-0.67746162,0.36127782,-0.61500514,0.14911318,1.97162759,-2.17742944,0.91386878,0.44650954,0.42051506,-0.04788524,-0.97711194,0.59374642,0.35633755,-0.72717941,0.04144164,-0.43113911,0.42943352,0.59711689,-0.18958162,-2.76271033,-0.41159734,-1.66926336,-0.80669355,-0.09835386,1.45374858,0.29484725,-0.25122625,-0.06929398,1.53652549,0.27727222,0.65387779,-0.60541642,1.94142008,1.37921572,-0.50530398,0.13962069,10
778,7.56650686,-1.66167402,-1.04560041,9.85872364,-0.57703668,-0.58457494,1.80467725,-4.63165665,-2.08977127,6.08135176,3.75631714,2.20920157,3.40792394,1.76400948,-0.43513536,1.92510653,1.18685317,-0.95476127,0.59969389,3.50705433,-1.51490951,-4.73808861,-0.67584527,1.00897121,-2.37497377,-2.55060458,-0.36789215,1.87310243,-0.78403521,1.70924723,-0.38742054,1.3837862,-1.32700932,-0.79678303,-1.66603279,-2.60499978,2.39846396,0.09175289,-2.09282255,-1.94721603,-0.95812774,2.26101375,-1.10952067,-0.89881045,-1.17857158,-0.36087054,-0.33413219,-0.04946494,1.16732049,-1.5428561,0.75991315,-2.42797136,0.60986876,-0.54847682,0.7268734,-1.81526792,-0.03783584,0.92451257,-0.57477671,1.44683444,-0.02430905,1.10602617,0.38454032,0.11312751,4
504,3.75145769,3.53734922,9.06608868,-3.49253273,0.02648222,2.80439854,-5.44097996,4.66307926,0.34221315,-0.82993913,-6.51808167,-2.77672935,-2.75095034,-1.10015655,3.10947037,-1.48377538,0.41110754,-3.14798141,-2.87553406,0.49533057,-0.29128247,-1.57992196,-0.44351205,0.10822558,-0.75986159,-0.63152647,4.13568449,-3.74663329,-0.46651363,0.45304143,-1.8475281,-0.90777135,0.91247743,-0.85181659,3.27710319,-1.24232614,1.68097425,-0.8228119,2.19432592,-0.31027845,0.26628637,0.09456687,0.72070283,-2.99643064,-1.42966568,0.83973628,-1.94609964,0.3120923,-0.98716921,-1.44936597,-0.96015,-0.60278153,-0.09146857,0.34709144,0.96855873,0.82465744,-2.25724173,0.60461807,0.68706888,-0.75267291,1.15724921,0.02918094,0.90870917,-2.41028666,3
731,0.33094156,-0.0912559,4.00305939,14.72711849,5.83603382,-2.6965785,3.77654052,-4.71192074,-0.31589508,2.18217802,1.46996105,3.03423691,1.67868316,-1.31432283,-4.91548252,1.70326114,0.65556073,-0.33580184,-0.03522462,0.75892043,-0.10227562,-0.40919369,2.99627757,0.85873795,-2.25445938,1.29871714,0.01704565,1.50682235,-1.03962851,-0.5957188,-0.36797631,0.84491181,1.48924053,-2.93514729,-2.0022831,-1.71030033,-0.64827394,1.48378623,-1.63023126,-0.30985546,-2.1867981,1.48397326,-0.93684036,-1.83940732,0.55938256,-1.34884286,1.19346607,1.06758106,0.68621892,0.32390428,0.33653694,-0.5949924,0.351825,0.37625825,0.2115199,-1.07182539,0.67863631,-0.52923185,0.22442514,-0.38780546,-0.53187805,-0.08795407,0.28474534,-2.6045208,4
100,-11.14476967,-6.19068098,6.79113674,-0.3925108,2.81547165,2.53366661,-8.2738781,0.8934269,0.74691868,-1.50343287,-2.00207567,4.39063454,-0.97569847,5.78378057,0.78390121,0.34561765,-0.02732503,-0.68349302,-4.32255316,-0.46255982,-2.41890049,2.14785266,5.11349154,0.43413782,1.90599859,2.67077541,1.67911875,-0.92989779,-2.7339859,0.78166211,-0.43001306,1.2124722,0.59928977,-1.48895216,1.03045213,-3.20094991,-0.87678933,-1.08525896,-0.71191776,0.38490188,2.63186669,0.19097136,1.78816772,-0.16135129,1.23022425,1.08075833,0.01431632,-0.93365407,-0.78767616,0.8961556,0.04555085,-0.21819758,-0.4282999,-0.1967392,-0.5057928,0.47816622,0.07164073,-1.04841757,0.28422141,0.10801172,0.38782996,-0.04908383,-0.01115364,0.2700426,1
32,-6.82198286,-4.54712486,1.69955635,0.98311198,2.15585995,4.5898056,-9.71505928,-2.87814021,-0.72956562,-0.34868133,-4.83698034,1.67988658,1.97065198,0.63474983,-0.84079266,-1.24606395,3.21090484,-3.15895486,3.52970028,3.73569059,-3.13042688,0.68448663,0.49918672,2.66196775,0.11587423,0.85780329,1.15121865,-1.9895705,-2.55538702,-0.09432757,-2.71928263,0.00675416,-1.3460077,-1.11327004,-0.14651096,-0.36426702,0.09749174,-2.85102582,1.27371335,-1.63877869,-0.79887068,0.22677398,1.7736764,-1.18723309,-0.69224346,-0.54742372,-1.12197495,0.55010819,-0.20642245,0.14573348,-0.3872875,-0.14744633,1.84623361,0.07526493,0.40825182,1.95171452,0.1996448,-0.26599467,1.55361795,0.74503589,0.45548648,0.16745603,0.49611735,-1.9776237,1
987,-9.01917362,-0.82032871,-2.91204023,-12.56428242,-2.0812273,8.17421055,7.87097883,-5.24308109,1.53402495,-2.71028972,-1.94062376,7.21460485,2.05925202,-1.93034852,-0.24699211,-3.54853868,-1.99332285,2.89295912,0.15407616,-0.42191279,-1.94488311,2.6383872,-0.62796009,-0.39795399,1.39800918,-3.07612085,0.34361058,-0.67222548,-0.58550358,3.56932926,1.96073818,-0.27675438,1.67295265,-0.63085395,-1.00550926,-0.55246508,-0.42564178,2.27917576,-0.84158623,0.95383155,-0.0114454,-0.78253716,-2.62738609,-1.42111099,-1.23508966,1.3722837,1.76087642,-0.13357472,2.21822572,0.33110517,0.07523468,-0.96875381,1.81078327,0.84976101,0.12274921,0.99493873,-0.01622891,2.61854029,-0.75583875,-1.0587188,-0.98432374,1.15871859,0.23640418,-0.55206358,5
118,-10.05359459,-8.50414658,6.65378809,-2.29710245,2.8098526,4.65208149,-8.83900356,-0.96382046,-0.91860533,1.35995746,-1.70485306,2.10314107,0.61408961,2.3277216,-3.49663353,2.13256621,-1.08439052,-2.73409653,1.91690135,2.80995512,-2.18075538,-0.05512661,2.92106676,0.23945427,1.64633429,-0.47534743,0.65065444,-1.90561795,-0.59523058,-2.00393009,-0.54093301,1.34659481,0.28469926,0.73711669,-0.24348748,-1.72223961,-1.97670245,-1.61127615,-1.85152137,0.6893878,0.53273916,-0.05293582,0.74421471,-1.22333741,0.27880621,-0.8238939,-1.29762411,0.40749717,1.81169248,-1.10015559,-0.80465078,-1.07522643,1.2371794,-0.94066072,0.16366231,-0.05290508,0.18736553,-0.26787913,0.34218103,0.1934185,-0.43205059,0.63620788,2.31076908,-0.88522071,1
1292,-13.60662937,3.80905628,-1.62291718,-3.36770248,1.76554906,-0.75164807,0.39224839,-1.9980166,-0.20674133,-8.20691681,4.1370306,-3.14034152,-5.5792017,-1.15966487,-2.72381878,4.36098242,1.71881247,0.43819523,0.50538629,0.74005318,-2.41239667,-3.67062378,2.75848174,1.30297518,0.83808887,0.0142392,1.46023488,-0.00925529,2.89217138,-0.36788836,-1.37242782,0.46828938,0.45805973,-0.76188332,0.34006613,2.79556179,-1.94519734,0.09675121,0.12624943,1.21418047,-0.87030506,-0.60933453,-0.09548904,-0.12607175,0.13765752,-0.68689883,1.48435879,-1.19241166,-0.2461655,0.79976165,-0.20529743,1.06126606,0.31659174,-0.61366177,0.40541297,-0.39289427,0.88204658,-1.26279342,-1.55300069,0.20344603,1.15033817,-1.17731237,-0.3692427,0.78615046,7
660,-3.21787667,3.56119585,8.87521553,11.40402508,3.98301554,-3.87685752,2.02995014,-1.76069808,2.05890274,0.56922102,1.17877758,1.71825337,2.71180391,-2.53288746,-5.97610664,0.50573432,0.26027584,-0.81856656,-0.69987124,0.40945625,-4.05934858,1.32676649,0.23175269,-0.66380572,-1.32384586,3.50311375,2.94338465,0.58823729,-2.12433767,0.41169596,0.87550712,2.23306465,0.34285754,-2.22382116,1.15811121,-0.16562566,-0.2467351,1.45970058,-0.42064822,-1.44660187,1.6021893,1.20217919,-0.63600755,-1.33326173,2.37413526,-0.34891587,0.66745496,2.43187976,0.65675324,0.76365626,-0.1292267,-0.2127676,-0.39214683,2.08896494,-0.89149874,0.17013276,-0.20866942,-0.42103142,-0.96255767,-0.47394013,-0.10405299,-1.18607712,-0.75604266,-0.75760144,4
1990,3.21836424,-8.76950932,2.89964104,6.31168556,7.95891666,-0.64112282,-4.57885265,-3.86942601,-4.35377264,2.09800482,0.41941977,5.57911396,3.9052949,0.72261554,0.75727224,-4.93602085,-1.47602999,-0.4821499,-2.59745836,0.18599296,0.02988289,-3.6030674,0.69949877,-0.64206028,0.8169055,-2.28933907,0.49716949,-1.70518947,-1.23937654,-0.32594818,-1.3817445,0.13689995,0.40556479,-1.88187051,-1.6643362,0.85985583,-0.31208587,0.8189339,-0.00892007,3.78836703,0.65237164,0.28468871,1.15308404,-2.7970202,-0.55735242,-0.20557985,-0.70472294,-0.35698676,1.09000826,-1.01192975,-0.70056343,-1.02511036,1.0618248,0.3694309,1.43722486,-0.91345984,0.08556843,-1.52762008,1.21735525,0.45043194,0.55696821,-0.7381922,0.98105371,-0.67388505,10
723,-4.48912144,0.26589465,2.0020442,11.3043375,4.29038286,-4.51200771,-3.82417297,-3.00923705,-0.42456865,3.79935646,8.54045105,4.67868519,-1.55834723,3.0426929,-1.01241875,0.03099847,3.16909623,2.1592164,-2.14900684,3.53089237,3.69599366,1.06657612,2.44364214,-0.11666727,-0.47032571,-1.4943037,-0.44110981,1.53784037,0.41142821,-0.2789759,1.12316585,-0.65908265,-1.97993505,0.1127044,-1.87957931,-1.22464097,0.84395599,-3.02056718,0.72034508,-1.76012111,-0.03059065,1.908059,-0.89048898,1.33907104,0.66227841,-0.78720981,1.32879639,-0.61516786,0.67147797,-2.15572548,0.14426583,-1.18228495,0.47757077,1.83760548,0.20367211,0.64044511,-1.88805294,1.42869484,0.76280135,-1.06486964,-2.03774977,1.37292814,-1.3647579,0.93885207,4
1955,11.63617134,-3.38631368,1.35935807,-1.80778313,1.67237866,-1.30519366,-3.98918343,6.71143341,-6.83421946,0.05259481,1.23357391,-1.35874486,3.81983972,-3.1628418,-1.93300629,-2.55808163,-0.9254967,2.12535143,-1.21698165,-0.61002469,0.89153183,-4.07835674,-0.39980903,1.63834524,1.80606306,-3.52751184,0.88322496,-0.18183041,1.01802564,0.55359685,1.23449135,-0.25469851,0.78621948,-1.95719337,-1.7740171,0.37056601,-0.26989222,0.35897416,0.61337113,-0.7986806,-0.64678544,0.25277004,1.11943185,-0.66006041,0.60449296,0.17000297,-0.14099596,1.56436586,0.25859004,-0.23668599,1.01802552,0.71492219,1.02656972,-1.1435585,0.35008591,0.78506613,-0.07954764,1.04068208,-1.14896727,-0.76567835,0.70894408,-0.10096383,1.44015992,0.68548161,10
1670,-9.51716805,-6.90842867,2.25935435,3.57095218,4.84385061,-1.81324673,-7.50842094,2.88371515,1.12809873,-7.76790857,3.11303782,-1.37834573,1.20677733,-3.63606882,-1.86227751,4.44220686,-4.0260601,0.60744131,-0.48871893,0.99782038,-4.15974617,-3.41112757,-0.13244593,2.7595973,-0.44228938,-1.9484458,0.15064335,-0.40323043,-1.0484376,1.93184268,2.11130929,0.24563646,-0.90431237,-0.44267601,0.18236625,-1.23328185,-3.82183528,2.93220973,0.63636446,0.16500419,0.54278207,2.36799049,1.41038299,0.40844107,-1.22993505,-1.7246201,-0.07823353,-1.14433217,-0.35051215,1.05599976,0.64091575,1.45582986,0.55378544,-0.33423209,1.41700602,-1.23383617,1.2327038,0.21223831,-1.6763351,1.49497378,1.25015068,0.96106523,-0.05561876,1.66127348,9
1234,-7.31842899,6.99237537,-1.80203581,5.57947636,0.36738575,-2.29284906,3.66468382,3.12545586,6.44498539,-6.21867895,-3.74942446,3.86712217,-0.43112206,-0.42819515,-4.82702446,4.21956062,0.21978927,0.46651304,-0.60707366,-1.65782845,-2.11341763,-1.48368454,-2.84746218,4.64712048,-0.46579799,2.87162399,3.01732254,1.32551098,0.30437493,-3.77941418,1.68757582,2.19465828,0.35135543,2.84776449,2.73999929,-4.25532484,2.53431726,-2.08108759,0.68024194,-0.70300114,1.11956334,-0.65346003,-3.1777308,1.34518564,1.17722762,-1.03616619,0.61025167,0.83603561,2.00334573,1.67191827,0.65041965,0.67739213,-0.00046968,-0.75661469,-3.07282758,0.19917709,0.34429955,-1.04129505,0.79886276,-1.54042292,-0.77035725,0.21044916,-0.11028111,1.03994942,7
1408,12.54741573,-4.38268566,3.11084437,6.36480474,0.31125438,2.50154114,1.15865088,-3.30673337,-2.50159931,0.86864078,-2.94162178,-4.11466312,4.03078222,-3.95322824,1.25890255,0.78582025,-1.45180142,1.14354157,2.30065036,1.17252612,3.35600924,2.04809284,3.01471543,0.69642115,1.26927733,2.21885991,-1.44202566,-1.38833344,-0.82299519,0.74558032,-1.9331342,-0.46517563,-0.73335874,-0.20157057,-2.03681779,-1.28203034,0.32523131,1.21769094,-0.02504444,-0.08374584,-0.13639605,0.97232896,-1.02463126,0.04810929,-1.17334735,0.04781751,-0.34096402,0.65370774,-1.3379035,-0.3875038,1.22733939,-0.42497253,0.20966053,0.0263387,-0.59676963,-1.59744692,-0.68844986,0.58738655,0.09577531,-0.70953286,-1.02873266,0.28828329,1.04336536,-0.27304143,8
1023,-2.15552044,-1.8603071,-0.38103306,-3.10230422,7.04151869,-3.89969277,2.29002285,-5.96957874,-6.83619261,-7.19352722,-0.83174253,1.52425289,-1.15743589,2.7092216,-4.4107914,6.39243937,-0.1980083,-0.87650788,1.07491505,-0.05216765,0.5634194,1.66083646,1.33717859,0.26639605,1.61615789,-0.19251883,-1.51412153,-1.22673583,-1.27913427,-1.64267075,-0.90893161,-0.08473468,1.58654642,-0.45038968,-1.291085,0.85478556,2.83854985,1.0989207,-0.74184501,-0.11178708,1.80108762,1.75288999,2.92342138,-1.11643672,-0.35403728,0.2081303,0.85014528,0.65886998,-2.62045336,1.35001266,-0.32046676,1.88656151,-0.78695774,-1.64873409,-1.07571435,0.00121832,2.00584173,-0.89000648,-2.41034818,1.06252706,-1.00518966,-0.3842636,-0.51679254,0.99541163,6
62,-10.18936157,-9.16274834,3.95448804,-1.14576137,-0.91087013,2.74549723,-8.85765266,-4.2108593,-1.4406662,1.2772944,-1.69984818,1.304322,0.87685108,0.50260031,-1.40875816,0.67112195,0.19123125,0.8744638,3.90250039,3.37578678,-2.00689077,-0.33859295,-2.40336895,0.25094771,3.02101851,-1.88546312,2.98580647,-1.51192069,-1.2566638,-0.86647427,-0.74966323,0.69842029,-1.22909379,0.85036016,-1.01472545,1.22604442,0.06351209,-0.81045502,-1.86062539,-0.76482624,-0.24892354,0.02253987,1.78625023,0.17188792,-1.55277741,0.77900827,-2.13742018,-1.10091949,-1.0244205,1.06779027,-0.72529286,-0.68258822,1.09495378,-0.73781061,-1.02030921,0.76327693,0.83307421,0.01900815,0.50647289,0.86904907,-0.36660743,0.45983857,-0.03661543,-0.45867452,1
